Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Type d'événement;Date de début;Date de fin;Mesures de gestion
2024;Bretagne;029;FRH0229077M029268;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229077M029271;Interdiction sanitaire;05/09/2024;06/09/2024;Détection H2S
2024;Bretagne;029;FRH0229077M029271;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229077M029275;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229080M029569;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229080M029571;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229082M029131;Interdiction sanitaire;19/08/2024;19/08/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229082M029131;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229082M029140;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229082M029143;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229083M029714;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229083M029715;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229083M029717;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229085M029800;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229085M029802;Interdiction sanitaire;08/07/2024;09/07/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229085M029802;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229090M029680;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229091M029249;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229091M029252;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229091M029254;Interdiction sanitaire;10/09/2024;11/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229091M029254;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229091M029255;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229091M029256;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229091M029258;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229091M029259;Interdiction sanitaire;10/09/2024;11/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229091M029259;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229091M029262;Interdiction sanitaire;01/01/2024;31/12/9999;Baignade interdite par arrêté municipal durant toute la saison
2024;Bretagne;029;FRH0229091M029262;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229098M029431;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229098M029434;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229098M029437;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229098M029440;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229099M029350;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229101M029316;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229101M029319;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229101M029325;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229101M029328;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229101M029329;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229109M029378;Interdiction sanitaire;22/06/2024;22/06/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229109M029378;Interdiction sanitaire;08/07/2024;09/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229109M029378;Interdiction sanitaire;15/07/2024;15/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229109M029378;Interdiction sanitaire;21/07/2024;21/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229109M029378;Interdiction sanitaire;24/08/2024;25/08/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229109M029378;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229109M029382;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229109M029383;Interdiction sanitaire;01/01/2024;12/07/2024;Baignade interdite par arrêté municipal pendant toute la saison
2024;Bretagne;029;FRH0229109M029383;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229109M029387;Interdiction sanitaire;22/06/2024;22/06/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229109M029387;Interdiction sanitaire;08/07/2024;09/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229109M029387;Interdiction sanitaire;15/07/2024;15/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229109M029387;Interdiction sanitaire;21/07/2024;21/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229109M029387;Interdiction sanitaire;24/08/2024;25/08/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229109M029387;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229109M029388;Interdiction sanitaire;24/08/2024;27/08/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229109M029388;Interdiction sanitaire;05/09/2024;05/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229109M029388;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229109M029389;Interdiction sanitaire;05/09/2024;08/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229109M029389;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229109M029392;Interdiction sanitaire;15/07/2024;15/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229109M029392;Interdiction sanitaire;24/08/2024;24/08/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229109M029392;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229109M029394;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229112M029424;Interdiction sanitaire;10/07/2024;11/07/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229112M029424;Interdiction sanitaire;19/07/2024;22/07/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229112M029424;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229120M029606;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229130M029494;Interdiction sanitaire;17/07/2024;18/07/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229130M029494;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229130M029497;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229130M029500;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229133M029006;Interdiction sanitaire;19/08/2024;19/08/2024;investigations environnementales en cours
2024;Bretagne;029;FRH0229133M029006;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229133M029009;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229133M029012;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229133M029015;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229133M029018;Interdiction sanitaire;29/03/2024;31/12/9999;Baignade interdite par arrêté municipal en raison d'un classement insuffisant durant 5 années consécutives.
2024;Bretagne;029;FRH0229133M029018;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229133M029021;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229135M029785;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229135M029787;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229135M029789;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229135M029791;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229135M029793;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229135M029795;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229137M029559;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229137M029561;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229137M029565;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229150M029929;Interdiction sanitaire;23/08/2024;25/08/2024;Interdiction temporaire de la baignade par arrêté municipal
2024;Bretagne;029;FRH0229150M029929;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229150M029930;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229153M029914;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229153M029916;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229153M029920;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229153M029922;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229155M029464;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229155M029466;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229155M029467;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229155M029468;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229158M029767;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229158M029769;Interdiction sanitaire;24/07/2024;25/07/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229158M029769;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229158M029771;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229165M029781;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229165M029784;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229166M029672;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229168M029720;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229168M029722;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229171M029765;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229172M029665;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229172M029667;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229172M029669;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229176M029675;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229176M029677;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229177M029445;Interdiction sanitaire;24/08/2024;24/08/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229177M029445;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229177M029447;Interdiction sanitaire;24/08/2024;24/08/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229177M029447;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229177M029450;Interdiction sanitaire;24/08/2024;24/08/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229177M029450;Interdiction sanitaire;11/09/2024;12/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229177M029450;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229177M029453;Interdiction sanitaire;24/08/2024;24/08/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229177M029453;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229178M029358;Interdiction sanitaire;31/07/2024;02/08/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229178M029358;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229178M029364;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229178M029367;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229178M029370;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229185M029196;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229185M029199;Interdiction sanitaire;10/09/2024;12/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229185M029199;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229188M029042;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229188M029045;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229188M029048;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229188M029051;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229189M029532;Interdiction sanitaire;15/07/2024;15/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229189M029532;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229189M029534;Interdiction sanitaire;15/07/2024;15/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229189M029534;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229189M029536;Interdiction sanitaire;15/07/2024;15/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229189M029536;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229189M029542;Interdiction sanitaire;15/07/2024;15/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229189M029542;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229190M029483;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229190M029490;Interdiction sanitaire;23/08/2024;25/08/2024;Contamination microbiologique - investigations en cours
2024;Bretagne;029;FRH0229190M029490;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229192M029172;Interdiction sanitaire;19/07/2024;24/07/2024;présence d'algues vertes
2024;Bretagne;029;FRH0229192M029172;Interdiction sanitaire;04/09/2024;04/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229192M029172;Interdiction sanitaire;12/09/2024;15/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229192M029172;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229192M029175;Interdiction sanitaire;12/09/2024;15/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229192M029175;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229195M029278;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229195M029282;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229195M029285;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229195M029287;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229195M029300;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229195M029301;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229195M029303;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229195M029309;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229197M029735;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229197M029737;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229197M029739;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229197M029741;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229197M029743;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229201M029457;Interdiction sanitaire;11/07/2024;14/07/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229201M029457;Interdiction sanitaire;19/07/2024;22/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229201M029457;Interdiction sanitaire;23/08/2024;25/08/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229201M029457;Interdiction sanitaire;06/09/2024;08/09/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229201M029457;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229201M029460;Interdiction sanitaire;22/05/2024;31/12/9999;Baignade interdite par arrêté préfectoral en raison d'un classement insuffisant durant 5 années consécutives.
2024;Bretagne;029;FRH0229201M029460;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229206M029208;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229210D029031;Interdiction sanitaire;24/06/2024;01/07/2024;PROLIFERATION DE CYANOBACTERIES
2024;Bretagne;029;FRH0229210D029031;Interdiction sanitaire;13/09/2024;15/09/2024;PROLIFERATION DE CYANOBACTERIES
2024;Bretagne;029;FRH0229210D029031;Saison balnéaire;15/06/2024;15/09/2024;
2024;Bretagne;029;FRH0229210D029031;Prolifération de cyanobactéries;24/06/2024;02/07/2024;Pas d'arrêté municipal interdiction baignade pris
2024;Bretagne;029;FRH0229210D029031;Prolifération de cyanobactéries;10/09/2024;15/09/2024;Arrêté municipal interdiction baignade
2024;Bretagne;029;FRH0229212M029502;Interdiction sanitaire;08/07/2024;08/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229212M029502;Interdiction sanitaire;07/09/2024;08/09/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229212M029502;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229212M029513;Interdiction sanitaire;08/07/2024;08/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229212M029513;Interdiction sanitaire;02/09/2024;02/09/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229212M029513;Interdiction sanitaire;08/09/2024;08/09/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229212M029513;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229214M029754;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229215M029746;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229215M029748;Interdiction sanitaire;11/07/2024;14/07/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229215M029748;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229221M029402;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229221M029408;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229221M029411;Interdiction sanitaire;21/07/2024;22/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229221M029411;Interdiction sanitaire;24/08/2024;25/08/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229221M029411;Interdiction sanitaire;07/09/2024;08/09/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229221M029411;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229221M029416;Interdiction sanitaire;01/01/2024;31/12/9999;Baignade interdite par arrêté municipal pendant toute la saison
2024;Bretagne;029;FRH0229221M029416;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229221M029417;Interdiction sanitaire;22/06/2024;23/06/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229221M029417;Interdiction sanitaire;08/07/2024;10/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229221M029417;Interdiction sanitaire;15/07/2024;17/07/2024;risque dégradation qualité de l'eau de baignade.
2024;Bretagne;029;FRH0229221M029417;Interdiction sanitaire;21/07/2024;22/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229221M029417;Interdiction sanitaire;24/08/2024;25/08/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229221M029417;Interdiction sanitaire;07/09/2024;08/09/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229221M029417;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229221M029420;Interdiction sanitaire;07/09/2024;08/09/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229221M029420;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229225M029751;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;22/06/2024;22/06/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;08/07/2024;08/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;10/07/2024;10/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;15/07/2024;15/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;20/07/2024;21/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;27/07/2024;27/07/2024;Contamination microbiologique - investigations en cours
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;03/08/2024;03/08/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;24/08/2024;25/08/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;31/08/2024;01/09/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;02/09/2024;02/09/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Interdiction sanitaire;08/09/2024;08/09/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029519;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229235M029521;Interdiction sanitaire;22/06/2024;22/06/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029521;Interdiction sanitaire;08/07/2024;10/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029521;Interdiction sanitaire;15/07/2024;16/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029521;Interdiction sanitaire;20/07/2024;21/07/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029521;Interdiction sanitaire;24/08/2024;25/08/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229235M029521;Interdiction sanitaire;02/09/2024;03/09/2024;Conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029521;Interdiction sanitaire;08/09/2024;08/09/2024;conditions météorologiques défavorables
2024;Bretagne;029;FRH0229235M029521;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229236M029927;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229239M029106;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229239M029108;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229239M029118;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229239M029124;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229244D029012;Interdiction sanitaire;19/06/2024;20/06/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229244D029012;Saison balnéaire;15/06/2024;15/09/2024;
2024;Bretagne;029;FRH0229251M029035;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229252M029761;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229256M029659;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229256M029662;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229257M029335;Interdiction sanitaire;27/07/2024;30/07/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229257M029335;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229257M029340;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229257M029343;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229257M029346;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229257M029348;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229259M029100;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229259M029103;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229273M029153;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229273M029156;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229273M029165;Interdiction sanitaire;11/09/2024;15/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229273M029165;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229276M029179;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229277D029022;Interdiction sanitaire;19/06/2024;20/06/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229277D029022;Saison balnéaire;15/06/2024;15/09/2024;
2024;Bretagne;029;FRH0229280M029648;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229280M029655;Interdiction sanitaire;21/08/2024;25/08/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229280M029655;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229284M029776;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229284M029777;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229284M029778;Interdiction sanitaire;21/08/2024;22/08/2024;Enquête environnementale en cours
2024;Bretagne;029;FRH0229284M029778;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229284M029779;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229287M029210;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229292M029759;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229292M029759;Interdiction non sanitaire;24/06/2024;31/12/2024;Sécurité - Absence de surveillance
2024;Bretagne;029;FRH0229293M029892;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229293M029894;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229293M029895;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229293M029898;Interdiction sanitaire;17/07/2024;18/07/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229293M029898;Interdiction sanitaire;30/08/2024;01/09/2024;enquête environnementale en cours
2024;Bretagne;029;FRH0229293M029898;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229293M029900;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229293M029902;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229293M029904;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229293M029906;Saison balnéaire;17/06/2024;13/09/2024;
2024;Bretagne;029;FRH0229293M029908;Saison balnéaire;17/06/2024;13/09/2024;
